nome,fase,turma,instituicao_ensino_aluno,sinalizador_ingressante,pedra,inde,iaa,ieg,ips,ida,ipp,rec_equipe_1,rec_equipe_2,rec_equipe_3,rec_equipe_4,ponto_virada,ipv,ian,nivel_ideal,defasagem,sexo,corraca,bolsista_encoded,ponto_virada_encoded,pedra_encoded,anos_pm,fase_ideal,na_fase,diff_fase,idade,sexo_encoded,rec_equipe_1_resultado,rec_equipe_2_resultado,rec_equipe_3_resultado,rec_equipe_4_resultado,rec_equipe_1_resultado_encoded,rec_equipe_2_resultado_encoded,rec_equipe_3_resultado_encoded,rec_equipe_4_resultado_encoded,rec_sintese
ALUNO-135,1,A,Escola Pública,Veterano,Ágata,5.788,9.5,4.2,6.3,3.6,6.9,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,7.3,5.0,Nível 2 (5o e 6o ano),-1.0,F,B,0,0,2,2.0,2.0,0,-1.0,10.0,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-137,0,R,Escola Pública,Ingressante,Ágata,6.012,8.0,5.8,7.5,5.3,5.0,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.2,5.0,Nível 1 (4o ano),-1.0,F,B,0,0,2,0.0,1.0,0,-1.0,9.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-143,3,H,Escola Pública,Ingressante,Ágata,6.278,7.9,4.4,6.3,4.3,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,10.0,Nível 3 (7o e 8o ano),0.0,M,B,0,0,2,0.0,3.0,1,0.0,13.0,0.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-149,7,A,Rede Decisão,Veterano,Topázio,8.360,8.8,8.1,6.9,7.4,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sim,9.4,10.0,Nível 7 (3o EM),0.0,F,B,1,1,4,2.0,7.0,1,0.0,17.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-151,2,J,Rede Decisão,Veterano,Topázio,9.004,9.5,9.6,8.1,9.1,10.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Sim,10.0,5.0,Nível 3 (7o e 8o ano),-1.0,M,B,1,1,4,2.0,3.0,0,-1.0,12.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-152,3,B,Rede Decisão,Veterano,Topázio,8.672,8.8,8.3,7.5,8.0,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Sim,9.8,10.0,Nível 3 (7o e 8o ano),0.0,F,B,1,1,4,2.0,3.0,1,0.0,12.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-153,4,F,Rede Decisão,Veterano,Topázio,8.355,10.0,7.5,7.5,7.5,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase,Promovido de Fase,Sim,9.0,10.0,Nível 4 (9o ano),0.0,M,P,1,1,4,4.0,4.0,1,0.0,14.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-154,1,N,Escola Pública,Veterano,Quartzo,5.163,9.5,2.9,7.5,1.5,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.3,5.0,Nível 2 (5o e 6o ano),-1.0,M,B,0,0,1,2.0,2.0,0,-1.0,11.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-155,6,C,Escola Pública,Ingressante,Quartzo,5.082,7.1,5.3,0.0,3.4,8.1,Mantido na Fase + Bolsa,Promovido de Fase,Não avaliado,Não avaliado,Não,6.6,5.0,Nível 7 (3o EM),-1.0,M,B,0,0,1,0.0,7.0,0,-1.0,17.0,0.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-156,3,J,Rede Decisão,Veterano,Ametista,7.981,7.5,7.8,6.3,7.3,8.3,Mantido na Fase atual,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.8,10.0,Nível 3 (7o e 8o ano),0.0,M,B,1,0,3,3.0,3.0,1,0.0,13.0,0.0,Neutro,Positivo,Positivo,,0.0,1.0,1.0,,1.0
ALUNO-158,4,F,Escola Pública,Veterano,Ágata,6.056,8.3,6.1,6.9,4.5,6.9,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,6.1,5.0,Nível 5 (1o EM),-1.0,F,B,0,0,2,3.0,5.0,0,-1.0,15.0,1.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-159,0,O,Escola Pública,Ingressante,Ametista,8.025,9.0,10.0,7.5,6.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Sim,9.3,5.0,Nível 1 (4o ano),-1.0,F,R,0,1,3,0.0,1.0,0,-1.0,9.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-162,1,B,Escola Pública,Veterano,Ametista,7.531,8.5,10.0,7.5,6.6,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,6.8,5.0,Nível 2 (5o e 6o ano),-1.0,M,P,0,0,3,3.0,2.0,0,-1.0,11.0,0.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-164,2,C,Escola Pública,Veterano,Ametista,7.125,9.5,5.8,7.5,5.9,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.7,10.0,Nível 2 (5o e 6o ano),0.0,F,B,0,0,3,2.0,2.0,1,0.0,11.0,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-165,1,R,Escola Pública,Veterano,Ametista,7.579,10.0,7.5,7.5,7.3,8.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.7,5.0,Nível 3 (7o e 8o ano),-2.0,F,B,0,0,3,2.0,3.0,0,-2.0,12.0,1.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-167,1,A,Escola Pública,Ingressante,Ametista,7.639,10.0,9.2,7.5,5.8,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.3,5.0,Nível 2 (5o e 6o ano),-1.0,F,A,0,0,3,0.0,2.0,0,-1.0,11.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-168,2,R,Escola Pública,Veterano,Quartzo,3.524,0.0,1.7,5.6,2.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.4,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,1,2.0,3.0,0,-1.0,12.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-169,0,I,Escola Pública,Veterano,Ametista,6.898,8.5,10.0,4.4,6.1,5.3,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.8,5.0,Nível 1 (4o ano),-1.0,F,R,0,0,3,1.0,1.0,0,-1.0,9.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-171,3,A,Escola Pública,Ingressante,Ametista,8.036,8.8,8.9,7.5,7.5,8.3,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Não avaliado,Sim,9.0,5.0,Nível 4 (9o ano),-1.0,F,B,0,1,3,0.0,4.0,0,-1.0,14.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-173,5,F,Escola Pública,Veterano,Ágata,6.532,9.6,6.7,5.0,4.9,7.7,Mantido na Fase atual,Mantido na Fase + Bolsa,Promovido de Fase,Mantido na Fase atual,Não,7.5,5.0,Nível 7 (3o EM),-2.0,F,R,0,0,2,5.0,7.0,0,-2.0,17.0,1.0,Neutro,Positivo,Positivo,Neutro,0.0,1.0,1.0,0.0,0.0
ALUNO-176,2,I,Escola Pública,Veterano,Ágata,5.674,7.5,6.3,5.0,4.3,6.7,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.7,5.0,Nível 3 (7o e 8o ano),-1.0,F,R,0,0,2,4.0,3.0,0,-1.0,13.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-177,0,L,Escola Pública,Ingressante,Ametista,7.196,9.0,8.3,7.5,4.6,6.9,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.3,10.0,ALFA  (2o e 3o ano),0.0,F,B,0,0,3,0.0,0.0,1,0.0,8.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-184,2,I,Escola Pública,Ingressante,Ametista,7.896,8.5,9.2,7.5,5.6,7.5,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.0,10.0,Nível 2 (5o e 6o ano),0.0,M,R,0,0,3,3.0,2.0,1,0.0,10.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-185,0,M,Escola Pública,Ingressante,Ametista,7.906,8.0,10.0,7.5,5.4,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,10.0,ALFA  (2o e 3o ano),0.0,M,R,0,0,3,0.0,0.0,1,0.0,8.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-188,3,C,Escola Pública,Veterano,Ágata,6.435,7.1,5.8,7.5,4.7,8.1,Promovido de Fase,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Não,7.8,5.0,Nível 4 (9o ano),-1.0,F,R,0,0,2,3.0,4.0,0,-1.0,14.0,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-193,3,F,Escola Pública,Veterano,Ametista,8.215,9.2,10.0,5.6,7.7,7.9,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase atual,Não avaliado,Sim,9.6,5.0,Nível 4 (9o ano),-1.0,F,R,0,1,3,5.0,4.0,0,-1.0,14.0,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-197,3,G,Rede Decisão,Veterano,Ametista,7.751,8.3,7.2,7.5,6.0,8.1,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,8.6,10.0,Nível 3 (7o e 8o ano),0.0,M,B,1,0,3,2.0,3.0,1,0.0,13.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-200,4,F,Escola Pública,Veterano,Quartzo,4.788,7.5,1.7,6.9,3.3,6.7,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,3.5,10.0,Nível 4 (9o ano),0.0,M,B,0,0,1,5.0,4.0,1,0.0,14.0,0.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-201,4,L,Escola Pública,Veterano,Ágata,5.636,5.8,5.6,0.0,6.4,8.3,Promovido de Fase,Promovido de Fase,Não avaliado,Promovido de Fase,Não,6.7,5.0,Nível 5 (1o EM),-1.0,M,B,0,0,2,2.0,5.0,0,-1.0,15.0,0.0,Positivo,Positivo,,Positivo,1.0,1.0,,1.0,1.0
ALUNO-206,7,A,Escola Pública,Veterano,Quartzo,5.143,8.8,4.2,0.0,2.0,7.7,Mantido na Fase atual,Promovido de Fase + Bolsa,Não avaliado,Mantido na Fase atual,Não,6.3,10.0,Nível 7 (3o EM),0.0,M,B,0,0,1,3.0,7.0,1,0.0,17.0,0.0,Neutro,Positivo,,Neutro,0.0,1.0,,0.0,0.0
ALUNO-207,3,H,Escola Pública,Ingressante,Quartzo,5.504,8.3,3.9,6.9,5.3,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.4,5.0,Nível 4 (9o ano),-1.0,F,B,0,0,1,0.0,4.0,0,-1.0,14.0,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-208,2,D,Escola Pública,Veterano,Ágata,6.450,7.0,6.3,7.5,4.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.0,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,0,0,2,1.0,3.0,0,-1.0,12.0,1.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-209,1,N,Escola Pública,Veterano,Ametista,7.167,8.5,7.9,7.5,4.2,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Sim,9.2,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,1,3,2.0,2.0,0,-1.0,10.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-212,0,M,Escola Pública,Veterano,Ágata,5.663,9.5,8.3,5.0,4.3,2.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,4.7,5.0,Nível 1 (4o ano),-1.0,M,R,0,0,2,2.0,1.0,0,-1.0,9.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-213,3,C,Escola Pública,Veterano,Topázio,8.761,9.6,9.4,7.5,7.5,8.8,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não avaliado,Não,8.9,10.0,Nível 3 (7o e 8o ano),0.0,F,B,0,0,4,3.0,3.0,1,0.0,13.0,1.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-217,1,G,Escola Pública,Veterano,Ametista,7.765,8.5,8.8,7.5,7.1,8.1,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.4,5.0,Nível 2 (5o e 6o ano),-1.0,F,B,0,0,3,2.0,2.0,0,-1.0,10.0,1.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-218,0,T,Escola Pública,Ingressante,Topázio,8.821,9.5,10.0,7.5,6.9,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,10.0,ALFA  (2o e 3o ano),0.0,M,B,0,1,4,0.0,0.0,1,0.0,8.0,0.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-219,2,K,Escola Pública,Veterano,Quartzo,4.176,0.0,4.2,6.9,1.9,8.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.8,5.0,Nível 3 (7o e 8o ano),-1.0,F,B,0,0,1,2.0,3.0,0,-1.0,12.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-221,3,A,Escola Pública,Ingressante,Quartzo,4.442,9.2,2.8,7.5,1.8,5.8,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,3.9,5.0,Nível 4 (9o ano),-1.0,F,B,0,0,1,0.0,4.0,0,-1.0,14.0,1.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-225,5,B,Rede Decisão,Veterano,Ametista,7.138,8.3,6.7,6.9,6.0,7.5,Promovido de Fase,Mantido na Fase atual,Promovido de Fase + Bolsa,Mantido na Fase atual,Não,6.7,10.0,Nível 5 (1o EM),0.0,F,P,1,0,3,5.0,5.0,1,0.0,15.0,1.0,Positivo,Neutro,Positivo,Neutro,1.0,0.0,1.0,0.0,1.0
ALUNO-226,2,G,Rede Decisão,Veterano,Quartzo,4.617,0.0,4.2,5.6,4.3,7.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.8,5.0,Nível 3 (7o e 8o ano),-1.0,M,R,1,0,1,3.0,3.0,0,-1.0,12.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-229,0,Q,Escola Pública,Ingressante,Quartzo,5.054,8.5,0.0,7.5,4.0,6.9,Não avaliado,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.3,5.0,Nível 2 (5o e 6o ano),-2.0,F,B,0,0,1,2.0,2.0,0,-2.0,11.0,1.0,,Neutro,,,,0.0,,,0.0
ALUNO-231,7,A,Escola Pública,Veterano,Ametista,7.698,9.2,8.6,6.9,5.4,8.0,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Mantido na Fase + Bolsa,Não,7.5,10.0,Nível 7 (3o EM),0.0,F,B,0,0,3,2.0,7.0,1,0.0,17.0,1.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-232,5,B,Escola Pública,Ingressante,Ametista,7.331,8.3,7.2,7.5,6.7,8.3,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.2,5.0,Nível 6 (2o EM),-1.0,F,B,0,0,3,0.0,6.0,0,-1.0,16.0,1.0,Positivo,Neutro,Positivo,Positivo,1.0,0.0,1.0,1.0,1.0
ALUNO-235,3,B,Rede Decisão,Veterano,Ametista,7.544,9.2,6.9,5.6,6.6,7.3,Promovido de Fase + Bolsa,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.1,10.0,Nível 3 (7o e 8o ano),0.0,F,B,1,0,3,2.0,3.0,1,0.0,13.0,1.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-238,2,H,Escola Pública,Veterano,Quartzo,3.663,8.5,1.3,4.4,2.1,5.0,Mantido na Fase atual,Não avaliado,Não avaliado,Não avaliado,Não,3.5,5.0,Nível 4 (9o ano),-2.0,M,R,0,0,1,2.0,4.0,0,-2.0,14.0,0.0,Neutro,,,,0.0,,,,0.0
ALUNO-240,3,D,Escola Pública,Ingressante,Ametista,7.629,8.8,6.1,7.5,6.9,7.3,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,8.4,10.0,Nível 3 (7o e 8o ano),0.0,M,R,0,0,3,0.0,3.0,1,0.0,13.0,0.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-241,2,I,Escola Pública,Veterano,Quartzo,2.860,7.9,0.4,5.6,0.0,4.1,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não avaliado,Não,2.6,5.0,Nível 3 (7o e 8o ano),-1.0,M,B,0,0,1,4.0,3.0,0,-1.0,12.0,0.0,Negativo,Neutro,,,-1.0,0.0,,,-1.0
ALUNO-242,2,I,Escola Pública,Veterano,Ágata,5.833,8.5,5.4,7.5,2.9,7.1,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.8,5.0,Nível 3 (7o e 8o ano),-1.0,M,B,0,0,2,3.0,3.0,0,-1.0,12.0,0.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-243,0,O,Escola Pública,Ingressante,Ágata,6.354,8.5,5.0,7.5,3.2,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.8,10.0,ALFA  (2o e 3o ano),0.0,F,R,0,0,2,0.0,0.0,1,0.0,8.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-246,1,R,Escola Pública,Veterano,Ametista,7.013,9.0,8.8,5.6,4.6,8.5,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,7.7,5.0,Nível 2 (5o e 6o ano),-1.0,F,R,0,0,3,2.0,2.0,0,-1.0,11.0,1.0,Neutro,Neutro,Positivo,,0.0,0.0,1.0,,0.0
ALUNO-247,0,T,Escola Pública,Ingressante,Ametista,8.013,10.0,8.3,7.5,6.8,8.1,Promovido de Fase,Promovido de Fase,Não avaliado,Não avaliado,Sim,9.7,5.0,Nível 1 (4o ano),-1.0,F,B,0,1,3,0.0,1.0,0,-1.0,9.0,1.0,Positivo,Positivo,,,1.0,1.0,,,1.0
ALUNO-249,1,B,Escola Pública,Ingressante,Ágata,6.025,8.5,7.9,7.5,2.1,7.5,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,5.8,5.0,Nível 2 (5o e 6o ano),-1.0,M,R,0,0,2,0.0,2.0,0,-1.0,11.0,0.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-251,2,N,Escola Pública,Veterano,Ametista,7.976,9.0,6.7,7.5,7.3,8.5,Promovido de Fase,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.4,10.0,Nível 2 (5o e 6o ano),0.0,F,B,0,0,3,2.0,2.0,1,0.0,10.0,1.0,Positivo,Positivo,Neutro,,1.0,1.0,0.0,,1.0
ALUNO-252,0,M,Escola Pública,Ingressante,Ametista,7.473,10.0,10.0,7.5,5.9,7.2,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,6.6,5.0,Nível 1 (4o ano),-1.0,F,R,0,0,3,0.0,1.0,0,-1.0,9.0,1.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-258,0,Q,Escola Pública,Ingressante,Ágata,6.283,7.8,10.0,7.5,5.3,2.5,Alocado em Fase anterior,Mantido na Fase atual,Não avaliado,Não avaliado,Não,4.8,5.0,Nível 1 (4o ano),-1.0,F,R,0,0,2,0.0,1.0,0,-1.0,9.0,1.0,Negativo,Neutro,,,-1.0,0.0,,,-1.0
ALUNO-260,0,Q,Escola Pública,Ingressante,Ágata,6.750,9.5,6.7,7.5,4.5,7.5,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não avaliado,Não,7.8,5.0,Nível 1 (4o ano),-1.0,M,B,0,0,2,0.0,1.0,0,-1.0,9.0,0.0,Neutro,Neutro,,,0.0,0.0,,,0.0
ALUNO-261,4,A,Escola Pública,Veterano,Ametista,6.899,9.2,7.8,7.5,5.9,8.4,Promovido de Fase + Bolsa,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não,7.0,2.5,Nível 8 (Universitários),-4.0,M,R,0,0,3,1.0,8.0,0,-4.0,17.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-262,6,C,Rede Decisão,Veterano,Ametista,7.903,9.2,6.9,7.5,7.7,7.8,Mantido na Fase atual,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.7,10.0,Nível 6 (2o EM),0.0,M,R,1,0,3,4.0,6.0,1,0.0,16.0,0.0,Neutro,Positivo,Positivo,Positivo,0.0,1.0,1.0,1.0,1.0
ALUNO-263,6,A,Rede Decisão,Veterano,Ametista,7.694,7.9,7.8,7.5,6.5,8.0,Promovido de Fase,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase,Não,7.5,10.0,Nível 6 (2o EM),0.0,F,B,1,0,3,5.0,6.0,1,0.0,16.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-266,2,B,Escola Pública,Veterano,Ametista,7.892,9.0,8.3,6.3,6.8,7.5,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,8.0,10.0,Nível 2 (5o e 6o ano),0.0,M,R,0,0,3,2.0,2.0,1,0.0,10.0,0.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-267,4,G,Rede Decisão,Ingressante,Ametista,8.014,9.2,8.9,6.3,8.2,8.3,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,8.6,5.0,Nível 5 (1o EM),-1.0,M,R,1,0,3,3.0,5.0,0,-1.0,15.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-271,3,J,Escola Pública,Ingressante,Ágata,6.429,9.6,5.0,7.5,4.3,7.7,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não avaliado,Não,5.5,10.0,Nível 3 (7o e 8o ano),0.0,M,R,0,0,2,0.0,3.0,1,0.0,13.0,0.0,Neutro,Positivo,Neutro,,0.0,1.0,0.0,,0.0
ALUNO-273,1,R,Escola Pública,Veterano,Quartzo,4.125,9.5,2.1,7.5,0.0,6.3,Mantido na Fase atual,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,4.4,5.0,Nível 2 (5o e 6o ano),-1.0,F,B,0,0,1,3.0,2.0,0,-1.0,15.0,1.0,Neutro,Neutro,Neutro,,0.0,0.0,0.0,,0.0
ALUNO-274,5,A,Escola Pública,Veterano,Ágata,6.880,7.1,7.8,7.5,6.1,7.7,Promovido de Fase,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Não,6.9,5.0,Nível 7 (3o EM),-2.0,F,R,0,0,2,3.0,7.0,0,-2.0,17.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-275,3,M,Escola Pública,Veterano,Ágata,5.815,8.8,5.8,6.3,3.4,6.9,Promovido de Fase,Mantido na Fase atual,Mantido na Fase atual,Não avaliado,Não,6.4,5.0,Nível 4 (9o ano),-1.0,F,B,0,0,2,4.0,4.0,0,-1.0,14.0,1.0,Positivo,Neutro,Neutro,,1.0,0.0,0.0,,0.0
ALUNO-277,1,E,Escola Pública,Veterano,Ametista,8.183,9.5,10.0,7.5,7.8,8.5,Promovido de Fase,Promovido de Fase,Promovido de Fase,Não avaliado,Não,7.8,5.0,Nível 3 (7o e 8o ano),-2.0,M,R,0,0,3,3.0,3.0,0,-2.0,13.0,0.0,Positivo,Positivo,Positivo,,1.0,1.0,1.0,,1.0
ALUNO-282,5,B,Escola Pública,Ingressante,Topázio,8.544,9.2,9.7,7.5,8.8,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Sim,9.0,5.0,Nível 6 (2o EM),-1.0,M,R,0,1,4,0.0,6.0,0,-1.0,16.0,0.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-283,5,A,Escola Pública,Ingressante,Topázio,8.531,8.8,9.4,7.5,8.7,8.8,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase + Bolsa,Promovido de Fase,Sim,9.5,5.0,Nível 6 (2o EM),-1.0,F,R,0,1,4,0.0,6.0,0,-1.0,16.0,1.0,Positivo,Positivo,Positivo,Positivo,1.0,1.0,1.0,1.0,1.0
ALUNO-288,3,B,Rede Decisão,Veterano,Ametista,8.088,8.3,7.5,7.5,7.7,7.3,Promovido de Fase,Mantido na Fase atual,Promovido de Fase,Não avaliado,Não,8.7,10.0,Nível 3 (7o e 8o ano),0.0,F,B,1,0,3,1.0,3.0,1,0.0,13.0,1.0,Positivo,Neutro,Positivo,,1.0,0.0,1.0,,1.0
ALUNO-293,5,F,Escola Pública,Veterano,Quartzo,3.080,0.0,3.9,0.0,0.0,5.9,Mantido na Fase atual,Mantido na Fase atual,Promovido de Fase,Mantido na Fase atual,Não,3.5,10.0,Nível 5 (1o EM),0.0,F,R,0,0,1,2.0,5.0,1,0.0,15.0,1.0,Neutro,Neutro,Positivo,Neutro,0.0,0.0,1.0,0.0,0.0
ALUNO-294,0,K,Escola Pública,Ingressante,Topázio,8.994,9.5,10.0,7.5,7.3,8.4,Mantido na Fase + Bolsa,Mantido na Fase + Bolsa,Não avaliado,Não avaliado,Sim,10.0,10.0,ALFA  (2o e 3o ano),0.0,F,R,0,1,4,0.0,0.0,1,0.0,8.0,1.0,Positivo,Positivo,,,1.0,1.0,,,1.0
